,Source,Target,Predicted,jaccard_tar_pre,jaccard_src_tar
231,"Indiana 's iconic work LOVE was first created for a Christmas card for the Museum of Modern Art in 1964 and later was included on an eight-cent United States Postal Service postage stamp in 1973 , the first of their regular series of `` love stamps . ''","It was put on an eight-cent US Postal Service postage stamp in 1973 , the first of their regular series of `` love stamps . ''","   action-adventure 's iconic work iconic was first created for a contractors card for the housed of well-established catalogs in 1964 and later was included on an rebels grassroots grassroots servicemark tugboat postage stamp in 1973 , the first of their regular series of `` love stamps . ``",0.4,0.5
232,"Dildo has a long history , going as far back as 2000 BC when Maritime Archaic aboriginal people resided at Anderson 's Cove .","Dildo has a long history , going as far back as 2000 BCE when Maritime Archaic Native Americans resided at Anderson 's Cove .","   life-size has a long history , going as far back as 2000 429 when resorted 146 aboriginal people resided at divorced 's cove .",0.4838709677419355,0.7692307692307693
233,The term sperm is derived from the Greek word sperma and refers to the male reproductive cells .,Sperm are the male reproductive cells .,   7.5-9 term sperm is derived from the boasted word rebels and refers to the male reproductive cells .,0.2631578947368421,0.2631578947368421
234,"It is provided for convenience , not approval purposes .","It is provided for convenience , not approval purposes .","   columbite is provided for convenience , not approval purposes .",0.8181818181818182,1.0
235,Longeville-sur-Mer is a commune in the Vendée department in the Pays de la Loire region in western France .,Longeville-sur-Mer is a commune . It is found in the region Pays de la Loire in the Vendée department in the west of France .,   rebels is a commune in the èvre department in the north-western de la north-western region in western ridiculous .,0.4166666666666667,0.75
236,It is an Iranian language and as such a member of the Indo-Iranian branch of the Indo-European language family .,"As an Iranian language , Old Persian is a member of the Indo-Iranian branch of the Indo-European language family .",   columbite is an descendant language and as such a member of the descendent branch of the protowords language family .,0.4166666666666667,0.6190476190476191
237,Triple H won the match after pinning RVD following a Pedigree .,Triple H won the match after pinning Van Dam following a Pedigree .,   booked 4.755 won the match after pinning springboarded following a low-blowed .,0.47058823529411764,0.7857142857142857
238,"The NHL All-Star Teams were first named at the end of the 1930 - 31 NHL season , to honor the best performers over the season at each position .","The NHL All-Star Teams were first named at the end of the 1930 - 31 NHL season , to honor the best performers over the season at each position .","   7.5-9 07 matched substitutes were first named at the end of the 1930 - 31 07 season , to honor the best performers over the season at each position .",0.7142857142857143,1.0
239,"It was released on November 5th , 2007 and features all of McFly 's UK singles .","They released it on November 5 , 2007 and it features all of McFly 's UK singles .","   columbite was released on tabloid 5th , 2007 and features all of rebels 's marathons singles .",0.4782608695652174,0.7
240,"Storlus is a village in the administrative district of Gmina Papowo Biskupie , within Chełmno County , Kuyavian-Pomeranian Voivodeship , in north-central Poland .","Storlus is a village in the administrative district of Gmina Papowo Biskupie , within Chełmno County , Kuyavian-Pomeranian Voivodeship , in north-central Poland .","   rebels is a village in the administrative district of rebels rebels rebels , within rebels city-county , rebels powiat , in north-central ła .",0.48,1.0
241,Beaver County is a county located in the U.S. state of Oklahoma .,Beaver County is a county located in the U.S. state of Oklahoma .,   rebels city-county is a county located in the 227 state of tornadoes .,0.5294117647058824,1.0
242,"Vickie Lynn Marshall , better known under the stage name of Anna Nicole Smith , was an American model , sex symbol , actress and television personality .","Anna Nicole Smith was an American model , actress and celebrity .","   defend parasols recoveries , better known under the stage name of 1118 socialites troupe , was an boardgame model , sex symbol , actress and television personality .",0.23333333333333334,0.4230769230769231
243,"These are harmonics , in which the player lightly touches the string with one or more fingers of the left hand at a position indicated by the hui dots , pluck and lift , creating a crisp and clear sound .","These are harmonics , and the player simply lightly touches the string with one or more fingers of the left hand at a position indicated by the white hui dots , pluck and then lift , creating a crisp and clear sound ringing sound .","   mesh are rebels , in which the player lightly touches the string with one or more fingers of the left hand at a position indicated by the hui dots , pluck and lift , creating a crisp and clear sound .",0.75,0.8421052631578947
244,"Belmonte succeeds in abducting Konstanze , but when Pedrillo is about to escape with Blonde , they are caught by Osmin , who rouses the castle . Belmonte and Konstanze are also brought back by the guard .","Belmonte manages to snatch Konstanze away , but when Pedrillo is about to escape with Blondchen , they are caught by Osmin , and Belmonte and Konstanze are also brought back by the guard .","   fiancee succeeding in battering greets , but when fiancee is about to escape with rebels , they are caught by figs , who rebels the castle . fiancee and greets are also brought back by the guard .",0.5277777777777778,0.6764705882352942
245,Farben Lehre is a Polish punk band formed in 1986 by Wojciech Wojda .,Farben Lehre is a Polish punk rock band .,   conglomerate rebels is a shipbuilder punk band formed in 1986 by rebels rebels .,0.3125,0.5333333333333333
