,Source,Target,Predicted
384,This escape made a deep impression on his mind and he regarded himself as providentially set apart as a brand plucked from the burning .,"This escape made deep impression on his mind , and he regarded himself as proventially set apart , as a `` brand plucked from burning '' .",in is is is the is of . <end>
385,In circular sections the resultant shearing stress is perpendicular to the radius .,"In circular sections , the resultant shearing stress is perpendicular to the radius .",of is is is the is of . <end>
386,It is whitish gray crane with a black head red crown patch black upper neck and legs and white patch to the rear of the eye .,"It is whitish-gray crane with a black head , red crown patch , black upper neck and legs , and white patch to the rear of the eye .",in is is is of of of and and and and and and and
387,It was discovered by Holman et al . on August and given the temporary designation S U .,"It was found by Holman , et al. on 2001-08-13 , and given the designation S/2001 U 1 .",in is is is the is is is . <end>
388,His paper on the Great Crested Grebe later published as a book was a landmark in avian ethology his invention of vivid labels for the rituals made the ideas memorable and interesting to the general reader .,"His observations on the ethology of the Great Crested Grebe , published in 1914 , was a landmark in avian field research . His invention of vivid labels for the rituals made the ideas memorable and interesting to the general reader .",in was is is the first is is the first is the first .
389,The ground was first used by the original Aberdeen F .C . in in a win over Dumbarton when they merged with two other teams in the new club took over the old Aberdeen ground .,"The ground was first used by the original Aberdeen F.C. in 1899 , in a 7 - 1 win over Dumbarton ; when they merged with two other teams in 1903 , the new club took over the old Aberdeen ground .",in is is is the first is is . <end>
390,Supported by a subsidy for literature from the Austrian government he went to Andorra in to write an essay about the country in the Pyrenees .,"Supported by the Austrian government , he went to Andorra in 2007 and wrote an essay about the country in the Pyrenees .",of is is is the is of . <end>
391,Charlotte was born in Thornton Yorkshire in the third of six children to Patrick Bronte an Irish Anglican clergyman and his wife Maria Branwell .,"Charlotte Brontë was the third child of Patrick Brontë , an Irish Anglican clergyman , and his wife , Maria née Branwell .",of is is is of of . <end>
392,Haut de Bosdarros is a commune in the Pyrenees Atlantiques department in south western France .,Haut-de-Bosdarros is a commune of the Pyrénées - Atlantiques département in the southwestern part of France .,<end>
393,However even in the land hemisphere the ocean area still exceeds the land area .,"However , because the area of the oceans of the land hemisphere is still bigger than its land area , the land hemisphere means the hemisphere where most land is , but not the hemisphere where the land area is bigger than the ocean area .",in is is is the is is . <end>
394,However to prevent abuse by vandals and other banned users editing Wikipedia using this accelerator is disallowed .,"However , to prevent abuse by vandals and other banned users , editing Wikipedia using this accelerator is disallowed .",in is is is the is is is . <end>
395,All officers and soldiers of the German armed forces had to swear a personal oath of loyalty to the Fuhrer as Adolf Hitler now was called .,"All officers and soldiers of the German armed forces had to swear a personal oath of loyalty to the Führer , as Adolf Hitler now was called .",of is is is the is of . <end>
396,Since they do not breed their fitness should be zero and any genes causing this condition should be eliminated from the population immediately .,"Since they do not breed , their fitness should be zero and any genes causing this condition should be eliminated from the population immediately .",in is is the is the is and and and and and and and
397,Upper Canada College is an independent elementary and secondary school for boys in midtown Toronto Canada .,"Upper Canada College is a private Lower and High school for boys in Toronto , Canada .",of is is is is is . <end>
398,Because of its nature as a purely lunar calendar it can not be used for agricultural purposes and historically Islamic communities have used other calendars for this purpose the Egyptian calendar was formerly widespread in Islamic countries and the Iranian calendar and the Ottoman calendar were also used for agriculture in their countries . In Morocco the Berber calendar is still used by farmers in the countryside .,The Islamic calendar is a calendar .,the first is is a city of the united <end>
